keyword_id,role_id,keyword,keyword_type,frequency_weight,is_primary_keyword,keyword_category,synonym_group_id
98,25261,data pipeline,technical,0.06,True,tool,695
99,22004,microservices,technical,0.32,True,tool,526
100,28654,api,technical,0.69,False,tool,1575
101,15051,cloud,technical,0.72,True,tool,545
102,35016,microservices,technical,0.71,False,tool,889
103,46318,backend,technical,0.65,False,tool,959
104,27089,cloud,technical,0.97,True,tool,852
105,46923,testing,technical,0.97,False,tool,1297
106,3520,api,technical,0.01,False,tool,1244
107,5971,ci/cd,technical,0.4,False,tool,130
108,22156,testing,technical,0.19,True,tool,1060
109,48578,ci/cd,technical,0.35,True,tool,137
110,45480,frontend,technical,0.07,True,tool,1102
111,13689,ml model,technical,0.24,False,tool,664
112,48349,api,technical,0.73,True,tool,1087
113,40031,api,technical,0.15,True,tool,678
114,23918,backend,technical,0.39,True,tool,1672
115,10897,cloud,technical,0.41,True,tool,1643
116,8175,frontend,technical,0.95,True,tool,186
117,38718,ml model,technical,0.45,True,tool,713
118,9496,microservices,technical,0.9,True,tool,484
119,20467,ci/cd,technical,0.96,False,tool,252
120,38581,cloud,technical,0.24,False,tool,1212
121,44476,data pipeline,technical,0.81,False,tool,1621
122,36316,testing,technical,0.85,False,tool,1445
123,37917,testing,technical,0.77,False,tool,1913
124,22932,ci/cd,technical,0.01,False,tool,1867
125,9672,frontend,technical,0.94,True,tool,285
126,46999,testing,technical,0.03,True,tool,681
127,48961,ci/cd,technical,0.2,True,tool,1873
128,2360,microservices,technical,0.43,True,tool,1552
129,47427,testing,technical,0.61,False,tool,1976
130,44653,frontend,technical,0.55,False,tool,233
131,9269,backend,technical,0.56,True,tool,1039
132,42790,cloud,technical,0.66,True,tool,1638
133,42116,ci/cd,technical,0.21,False,tool,48
134,45141,data pipeline,technical,0.56,False,tool,833
135,8810,data pipeline,technical,0.19,True,tool,370
136,4066,microservices,technical,0.96,True,tool,1683
137,36606,data pipeline,technical,0.88,False,tool,934
138,24066,microservices,technical,0.29,False,tool,418
139,8253,ml model,technical,0.21,False,tool,885
140,49109,cloud,technical,0.71,True,tool,1966
141,12052,testing,technical,0.51,False,tool,1983
142,24244,api,technical,0.68,False,tool,743
143,30344,ci/cd,technical,0.33,False,tool,785
144,39242,ci/cd,technical,0.22,True,tool,865
145,28202,backend,technical,0.1,True,tool,1229
146,39934,data pipeline,technical,0.17,True,tool,750
147,9882,testing,technical,0.81,False,tool,1691
148,41228,ci/cd,technical,0.92,False,tool,1827
149,30931,cloud,technical,0.97,True,tool,1996
150,25452,backend,technical,0.44,True,tool,1010
151,16210,data pipeline,technical,0.65,True,tool,1019
152,30591,testing,technical,0.39,True,tool,986
153,48260,cloud,technical,0.28,False,tool,121
154,21860,backend,technical,0.72,True,tool,1250
155,2762,ml model,technical,0.3,True,tool,1292
156,10302,cloud,technical,0.66,True,tool,1536
157,35851,microservices,technical,0.21,False,tool,1145
158,22314,frontend,technical,0.39,False,tool,99
159,17110,testing,technical,0.1,True,tool,1499
160,14693,microservices,technical,0.59,False,tool,88
161,32897,ml model,technical,0.51,False,tool,498
162,5538,testing,technical,0.51,False,tool,453
163,8237,frontend,technical,0.07,False,tool,770
164,13689,api,technical,0.61,False,tool,1793
165,25529,backend,technical,0.54,False,tool,891
166,35434,testing,technical,0.02,True,tool,1234
167,34682,testing,technical,0.9,True,tool,85
168,34933,ci/cd,technical,0.05,False,tool,46
169,30762,frontend,technical,0.3,False,tool,824
170,49363,api,technical,0.29,False,tool,1022
171,34080,cloud,technical,0.39,False,tool,1664
172,41408,ml model,technical,0.07,False,tool,168
173,45376,ml model,technical,0.03,False,tool,1889
174,39373,frontend,technical,0.02,False,tool,1760
175,30939,ci/cd,technical,0.04,False,tool,1849
176,28897,frontend,technical,0.38,True,tool,945
177,12450,ci/cd,technical,0.11,False,tool,599
178,4080,ci/cd,technical,0.38,True,tool,1668
179,21478,cloud,technical,0.12,True,tool,261
180,4659,api,technical,0.75,False,tool,1297
181,27647,data pipeline,technical,0.2,False,tool,429
182,10463,ci/cd,technical,0.43,True,tool,91
183,14579,testing,technical,0.95,False,tool,1168
184,39101,microservices,technical,0.03,False,tool,435
185,42876,cloud,technical,0.34,True,tool,140
186,32973,api,technical,0.39,True,tool,1073
187,7849,data pipeline,technical,0.43,False,tool,1928
188,6857,testing,technical,0.18,True,tool,1035
189,13314,testing,technical,0.94,False,tool,1238
190,20057,backend,technical,0.84,True,tool,1946
191,15282,cloud,technical,0.98,True,tool,802
192,47414,frontend,technical,0.28,True,tool,148
193,579,testing,technical,0.09,True,tool,307
194,47952,backend,technical,1.0,False,tool,1341
195,3822,backend,technical,0.97,False,tool,1718
196,45868,backend,technical,0.73,True,tool,1613
197,5092,api,technical,0.28,True,tool,1539
198,22384,backend,technical,0.14,True,tool,1744
199,7708,testing,technical,0.13,False,tool,351
200,26678,backend,technical,0.49,False,tool,118
201,27542,api,technical,0.87,False,tool,147
202,37866,ml model,technical,0.34,False,tool,959
203,6483,api,technical,0.97,False,tool,922
204,44400,cloud,technical,0.6,True,tool,288
205,18535,testing,technical,0.24,True,tool,1954
206,102,microservices,technical,0.09,True,tool,843
207,41799,testing,technical,0.22,False,tool,453
208,5046,microservices,technical,0.9,False,tool,428
209,19410,data pipeline,technical,0.16,True,tool,1665
210,48100,microservices,technical,0.38,True,tool,558
211,3271,testing,technical,0.51,True,tool,192
212,48231,ci/cd,technical,0.73,True,tool,1517
213,36769,ci/cd,technical,0.71,False,tool,1529
214,44307,ci/cd,technical,0.06,False,tool,924
215,1236,api,technical,0.75,False,tool,1082
216,41222,ci/cd,technical,0.57,True,tool,1671
217,37118,ml model,technical,0.93,True,tool,1949
218,34841,api,technical,0.21,False,tool,782
219,27557,backend,technical,0.22,True,tool,560
220,49343,api,technical,0.82,False,tool,133
221,26736,frontend,technical,0.67,True,tool,727
222,18939,frontend,technical,0.31,False,tool,1355
223,14495,data pipeline,technical,0.49,False,tool,1888
224,18498,ml model,technical,0.41,True,tool,873
225,91,backend,technical,0.43,True,tool,39
226,22771,microservices,technical,0.29,True,tool,23
227,35840,data pipeline,technical,0.57,True,tool,1459
228,21801,ml model,technical,0.94,True,tool,1050
229,17899,testing,technical,0.73,False,tool,845
230,41656,ci/cd,technical,0.63,False,tool,833
231,41279,backend,technical,0.15,True,tool,705
232,30313,backend,technical,0.64,True,tool,1508
233,42147,ml model,technical,0.85,False,tool,1357
234,1449,cloud,technical,0.22,False,tool,136
235,37271,api,technical,0.84,True,tool,1454
236,26430,ci/cd,technical,0.83,True,tool,424
237,20554,microservices,technical,0.67,True,tool,1765
238,14333,ml model,technical,0.32,False,tool,1612
239,20661,testing,technical,0.19,True,tool,859
240,23845,ci/cd,technical,0.14,False,tool,1485
241,6530,testing,technical,0.36,False,tool,146
242,47593,frontend,technical,0.86,False,tool,854
243,11384,api,technical,0.46,True,tool,1486
244,30397,testing,technical,0.47,True,tool,398
245,42350,testing,technical,0.51,True,tool,1208
246,18537,backend,technical,0.39,False,tool,182
247,49495,ml model,technical,0.89,False,tool,1635
248,25400,microservices,technical,0.85,False,tool,175
249,39360,ml model,technical,0.21,False,tool,1068
250,13499,ci/cd,technical,0.46,False,tool,1759
251,6057,cloud,technical,0.11,True,tool,984
252,10687,frontend,technical,0.07,False,tool,1470
253,3222,data pipeline,technical,0.06,True,tool,581
254,13166,ci/cd,technical,0.69,False,tool,1033
255,47414,ml model,technical,0.14,False,tool,1861
256,46955,frontend,technical,0.43,True,tool,352
257,14056,testing,technical,0.56,False,tool,369
258,47565,testing,technical,0.34,True,tool,1313
259,3093,testing,technical,0.64,False,tool,669
260,34400,api,technical,0.43,False,tool,961
261,37472,ci/cd,technical,0.34,False,tool,821
262,48474,ci/cd,technical,0.25,False,tool,1293
263,11470,frontend,technical,0.77,False,tool,1647
264,39241,testing,technical,0.95,True,tool,1080
265,27333,testing,technical,0.9,True,tool,1405
266,38148,testing,technical,0.99,False,tool,1703
267,286,ml model,technical,0.55,True,tool,17
268,46655,ci/cd,technical,0.7,False,tool,1022
269,5827,cloud,technical,0.21,False,tool,1865
270,22148,testing,technical,0.51,False,tool,1551
271,27797,api,technical,0.72,False,tool,1994
272,37033,frontend,technical,0.24,True,tool,1844
273,5587,frontend,technical,0.46,True,tool,324
274,3763,cloud,technical,0.15,False,tool,1789
275,16462,microservices,technical,0.79,False,tool,1133
276,3972,api,technical,0.75,False,tool,1906
277,16082,data pipeline,technical,0.93,True,tool,961
278,26739,frontend,technical,0.16,True,tool,55
279,9617,microservices,technical,0.82,True,tool,438
280,29342,backend,technical,0.63,True,tool,1180
281,25281,microservices,technical,0.19,True,tool,1589
282,6169,cloud,technical,0.62,True,tool,911
283,25341,backend,technical,0.61,False,tool,687
284,37846,ci/cd,technical,0.87,True,tool,1427
285,42154,api,technical,0.43,True,tool,1791
286,29587,cloud,technical,0.97,True,tool,631
287,35025,cloud,technical,0.58,False,tool,1087
288,43746,testing,technical,0.34,False,tool,903
289,14452,ci/cd,technical,0.28,False,tool,31
290,19862,frontend,technical,0.74,True,tool,1529
291,10506,frontend,technical,0.42,True,tool,1429
292,49068,data pipeline,technical,0.12,True,tool,1501
293,35164,data pipeline,technical,0.73,False,tool,1988
294,43637,ml model,technical,0.87,True,tool,1764
295,34461,ci/cd,technical,0.71,False,tool,480
296,1332,api,technical,0.57,True,tool,167
297,39295,frontend,technical,0.82,False,tool,1675
298,19457,ml model,technical,0.69,False,tool,419
299,24305,api,technical,0.79,True,tool,925
300,24485,frontend,technical,0.21,True,tool,776
301,45992,api,technical,0.27,True,tool,1540
302,13801,microservices,technical,0.24,False,tool,1264
303,24330,backend,technical,0.25,True,tool,187
304,157,frontend,technical,0.9,True,tool,994
305,26394,backend,technical,0.3,True,tool,1188
306,43455,api,technical,0.28,False,tool,685
307,36970,testing,technical,0.82,False,tool,1845
308,15850,microservices,technical,0.99,False,tool,91
309,18679,api,technical,0.75,True,tool,732
310,21302,data pipeline,technical,0.59,True,tool,710
311,31700,api,technical,0.34,False,tool,1675
312,2764,frontend,technical,0.82,True,tool,1477
313,30733,data pipeline,technical,0.27,False,tool,1255
314,4478,cloud,technical,0.53,False,tool,859
315,36177,testing,technical,0.28,False,tool,1309
316,41921,ml model,technical,0.51,False,tool,1273
317,31263,backend,technical,0.15,False,tool,671
318,26218,ml model,technical,0.19,False,tool,933
319,1667,data pipeline,technical,0.75,False,tool,181
320,19466,microservices,technical,0.45,False,tool,77
321,13866,ml model,technical,0.44,False,tool,1730
322,43782,ci/cd,technical,0.77,False,tool,1860
323,25474,microservices,technical,0.21,True,tool,1561
324,11359,testing,technical,0.83,True,tool,1366
325,13866,data pipeline,technical,0.92,False,tool,1345
326,7273,backend,technical,0.76,False,tool,1671
327,27594,ci/cd,technical,0.7,True,tool,837
328,39469,cloud,technical,0.55,True,tool,1956
329,48900,backend,technical,0.31,True,tool,1989
330,28014,ml model,technical,0.59,True,tool,1442
331,14948,microservices,technical,0.41,False,tool,1467
332,40101,backend,technical,0.84,True,tool,512
333,31783,data pipeline,technical,0.29,True,tool,615
334,49850,ml model,technical,0.95,True,tool,1297
335,41010,frontend,technical,0.52,False,tool,732
336,7296,backend,technical,0.77,False,tool,888
337,3166,testing,technical,0.07,False,tool,834
338,8418,ml model,technical,0.03,False,tool,1430
339,34212,ci/cd,technical,0.71,True,tool,1082
340,5142,frontend,technical,0.81,False,tool,994
341,5257,cloud,technical,0.12,False,tool,1709
342,41908,ml model,technical,0.23,True,tool,305
343,13165,data pipeline,technical,0.77,False,tool,975
344,42326,api,technical,0.98,True,tool,1784
345,41952,data pipeline,technical,0.64,False,tool,956
346,37355,microservices,technical,0.95,True,tool,1555
347,19392,data pipeline,technical,0.36,True,tool,1881
348,31408,frontend,technical,0.4,True,tool,1884
349,37847,cloud,technical,0.8,False,tool,1693
350,8742,ci/cd,technical,0.46,True,tool,152
351,3052,api,technical,0.08,True,tool,1700
352,30860,frontend,technical,0.62,True,tool,515
353,38437,api,technical,0.78,True,tool,793
354,19919,ml model,technical,0.74,True,tool,129
355,46596,api,technical,0.59,True,tool,334
356,44635,testing,technical,0.33,True,tool,1150
357,5213,microservices,technical,0.6,False,tool,365
358,40577,backend,technical,0.33,True,tool,1022
359,29272,data pipeline,technical,0.83,True,tool,1568
360,27849,data pipeline,technical,0.42,True,tool,1711
361,32167,cloud,technical,0.72,False,tool,1998
362,34706,testing,technical,0.58,False,tool,1544
363,25724,testing,technical,0.16,True,tool,574
364,15760,data pipeline,technical,0.15,False,tool,1753
365,43356,frontend,technical,0.94,True,tool,730
366,16540,microservices,technical,0.28,True,tool,938
367,31510,cloud,technical,0.29,False,tool,200
368,18691,ml model,technical,0.86,False,tool,1437
369,47926,ml model,technical,0.89,False,tool,1574
370,37355,data pipeline,technical,0.43,True,tool,1553
371,10146,api,technical,0.59,False,tool,689
372,46310,api,technical,0.59,False,tool,244
373,10058,data pipeline,technical,0.38,True,tool,1056
374,6567,data pipeline,technical,0.33,True,tool,614
375,9084,frontend,technical,0.69,False,tool,941
376,34675,data pipeline,technical,0.8,False,tool,313
377,5245,ml model,technical,0.79,True,tool,407
378,19234,api,technical,0.56,False,tool,4
379,37774,microservices,technical,0.34,True,tool,590
380,36551,frontend,technical,0.26,False,tool,997
381,46632,frontend,technical,0.58,False,tool,1931
382,23576,microservices,technical,0.51,True,tool,1130
383,47049,microservices,technical,0.61,True,tool,899
384,17789,cloud,technical,0.76,False,tool,757
385,8067,api,technical,0.65,True,tool,1210
386,35147,microservices,technical,0.51,True,tool,537
387,19546,api,technical,0.9,True,tool,999
388,31781,api,technical,0.51,True,tool,1874
389,42185,testing,technical,0.14,True,tool,1724
390,27348,microservices,technical,0.69,True,tool,968
391,34915,data pipeline,technical,0.01,False,tool,1847
392,10349,microservices,technical,0.35,False,tool,1506
393,42605,testing,technical,0.01,True,tool,63
394,43732,microservices,technical,0.28,True,tool,1677
395,32655,data pipeline,technical,0.02,False,tool,603
396,7853,cloud,technical,0.2,True,tool,1994
397,28330,testing,technical,0.42,True,tool,330
398,4119,data pipeline,technical,0.39,True,tool,87
399,18917,backend,technical,0.04,False,tool,882
400,40882,ml model,technical,0.4,True,tool,413
401,20316,backend,technical,0.63,True,tool,540
402,33111,frontend,technical,0.2,True,tool,1961
403,20083,frontend,technical,0.75,False,tool,1222
404,41389,testing,technical,0.22,False,tool,1469
405,10111,ml model,technical,0.97,False,tool,1249
406,11230,frontend,technical,0.86,False,tool,531
407,7203,cloud,technical,0.68,False,tool,1740
408,31461,data pipeline,technical,0.69,False,tool,307
409,29328,cloud,technical,0.3,True,tool,1239
410,29550,backend,technical,0.85,True,tool,182
411,722,ml model,technical,0.03,False,tool,1718
412,26682,api,technical,0.08,False,tool,1061
413,1392,ml model,technical,0.76,False,tool,629
414,33811,api,technical,0.1,False,tool,211
415,27064,ci/cd,technical,0.83,True,tool,700
416,5199,api,technical,0.85,False,tool,1516
417,4863,ml model,technical,0.29,False,tool,264
418,18148,data pipeline,technical,0.63,False,tool,1904
419,429,ml model,technical,0.86,True,tool,621
420,6299,backend,technical,0.81,True,tool,887
421,46526,ci/cd,technical,0.22,False,tool,1867
422,286,testing,technical,0.36,False,tool,1664
423,7290,ml model,technical,0.43,True,tool,87
424,28004,ml model,technical,0.55,False,tool,447
425,47500,backend,technical,0.96,True,tool,1851
426,48977,api,technical,0.13,True,tool,1390
427,35573,microservices,technical,0.56,True,tool,965
428,36320,data pipeline,technical,0.13,False,tool,1761
429,4385,testing,technical,0.22,True,tool,1414
430,49868,ml model,technical,0.05,False,tool,1000
431,18386,frontend,technical,0.24,False,tool,572
432,16514,data pipeline,technical,0.81,False,tool,1324
433,916,api,technical,0.34,True,tool,1472
434,25695,backend,technical,0.93,False,tool,1540
435,10348,frontend,technical,0.64,False,tool,976
436,35211,cloud,technical,0.61,True,tool,1032
437,8147,testing,technical,0.78,False,tool,1407
438,39686,backend,technical,0.97,False,tool,1795
439,29837,frontend,technical,0.02,False,tool,1562
440,20658,data pipeline,technical,0.35,True,tool,1124
441,15435,ci/cd,technical,0.18,False,tool,1809
442,9559,microservices,technical,0.76,False,tool,78
443,23737,ci/cd,technical,0.42,True,tool,2
444,29840,cloud,technical,0.71,True,tool,1202
445,38309,ci/cd,technical,0.13,False,tool,5
446,695,ml model,technical,0.18,False,tool,187
447,2049,ci/cd,technical,0.77,True,tool,315
448,45129,ml model,technical,0.92,False,tool,419
449,9159,testing,technical,0.16,False,tool,881
450,17514,frontend,technical,0.48,False,tool,1954
451,25328,testing,technical,0.35,False,tool,827
452,41942,frontend,technical,0.26,True,tool,233
453,45980,cloud,technical,0.16,True,tool,665
454,30314,api,technical,0.8,False,tool,196
455,33410,frontend,technical,0.31,True,tool,383
456,35888,ml model,technical,0.48,True,tool,128
457,30082,cloud,technical,0.33,False,tool,920
458,11588,api,technical,0.94,False,tool,1681
459,21755,ci/cd,technical,0.13,False,tool,569
460,38461,data pipeline,technical,0.58,False,tool,1747
461,20611,api,technical,0.9,False,tool,402
462,40151,api,technical,0.6,True,tool,522
463,20443,backend,technical,0.44,False,tool,164
464,21560,backend,technical,0.22,False,tool,789
465,31045,api,technical,0.16,True,tool,1112
466,46909,cloud,technical,0.66,False,tool,1565
467,43646,cloud,technical,0.88,False,tool,1107
468,20562,cloud,technical,0.76,False,tool,1161
469,40808,ci/cd,technical,0.07,True,tool,1080
470,41987,backend,technical,0.22,False,tool,663
471,47693,frontend,technical,0.33,False,tool,1207
472,48834,backend,technical,0.01,True,tool,1516
473,39667,data pipeline,technical,0.58,False,tool,191
474,3212,microservices,technical,0.13,False,tool,598
475,12783,api,technical,0.26,True,tool,602
476,15954,api,technical,0.72,True,tool,314
477,13263,cloud,technical,0.23,True,tool,1023
478,9110,backend,technical,0.23,True,tool,1569
479,17134,api,technical,0.69,False,tool,1361
480,41710,frontend,technical,0.75,False,tool,1617
481,22189,microservices,technical,0.66,True,tool,1212
482,9304,ci/cd,technical,0.31,True,tool,978
483,8203,backend,technical,0.94,False,tool,202
484,21890,backend,technical,0.2,False,tool,1633
485,44252,frontend,technical,0.45,True,tool,1059
486,42076,cloud,technical,0.19,True,tool,1186
487,38866,cloud,technical,0.37,True,tool,824
488,40340,data pipeline,technical,0.31,True,tool,1647
489,354,cloud,technical,0.18,False,tool,1416
490,11336,testing,technical,0.4,False,tool,1037
491,38898,api,technical,0.92,False,tool,37
492,46892,data pipeline,technical,0.74,True,tool,1850
493,39679,frontend,technical,0.23,True,tool,236
494,47153,frontend,technical,0.45,False,tool,1270
495,24286,backend,technical,0.16,True,tool,747
496,37556,frontend,technical,0.77,True,tool,378
497,22796,microservices,technical,0.41,True,tool,1718
498,25468,frontend,technical,0.67,True,tool,1087
499,866,cloud,technical,0.27,False,tool,1958
500,27309,frontend,technical,0.25,True,tool,1602
501,38897,backend,technical,0.32,True,tool,127
502,24765,cloud,technical,0.72,False,tool,1395
503,27897,ml model,technical,0.29,False,tool,1347
504,48341,api,technical,0.15,True,tool,796
505,49660,cloud,technical,0.88,True,tool,266
506,17518,cloud,technical,0.25,False,tool,1423
507,33170,data pipeline,technical,0.16,False,tool,1254
508,21943,testing,technical,0.14,False,tool,451
509,26102,testing,technical,0.76,True,tool,1856
510,44184,microservices,technical,0.12,True,tool,313
511,40208,api,technical,0.03,True,tool,317
512,47562,frontend,technical,0.71,True,tool,1058
513,45887,api,technical,0.73,True,tool,943
514,36650,ml model,technical,0.77,False,tool,803
515,30775,ml model,technical,0.71,True,tool,901
516,46750,frontend,technical,0.61,True,tool,1275
517,37311,api,technical,0.7,True,tool,126
518,17375,ci/cd,technical,0.19,False,tool,945
519,844,cloud,technical,0.13,True,tool,1107
520,36418,frontend,technical,0.21,False,tool,327
521,78,ml model,technical,0.11,True,tool,1495
522,1718,backend,technical,0.45,True,tool,1455
523,29312,testing,technical,0.4,True,tool,457
524,29983,backend,technical,0.75,True,tool,325
525,5263,testing,technical,0.63,True,tool,273
526,23875,frontend,technical,0.54,False,tool,926
527,32205,api,technical,0.41,True,tool,1291
528,30660,frontend,technical,0.32,True,tool,1665
529,24141,testing,technical,0.64,False,tool,152
530,32215,ci/cd,technical,0.14,True,tool,308
531,16978,backend,technical,0.44,False,tool,1660
532,31385,ci/cd,technical,0.09,True,tool,1869
533,32397,data pipeline,technical,0.42,False,tool,586
534,12156,testing,technical,0.1,True,tool,1623
535,6629,microservices,technical,0.88,False,tool,387
536,3857,testing,technical,0.01,False,tool,1189
537,1999,frontend,technical,0.68,False,tool,1763
538,25154,cloud,technical,0.11,True,tool,355
539,24820,ci/cd,technical,0.87,False,tool,1642
540,27805,backend,technical,0.37,False,tool,1795
541,11897,ml model,technical,0.01,True,tool,1806
542,36056,data pipeline,technical,0.41,True,tool,1469
543,38295,microservices,technical,0.83,False,tool,1766
544,13846,ci/cd,technical,0.07,False,tool,883
545,13309,cloud,technical,0.18,True,tool,1071
546,47137,microservices,technical,0.96,False,tool,1023
547,26156,cloud,technical,1.0,False,tool,1962
548,29831,testing,technical,0.36,True,tool,116
549,2549,ml model,technical,0.08,False,tool,1439
550,6196,api,technical,0.79,True,tool,943
551,5529,frontend,technical,0.18,False,tool,1131
552,37877,ci/cd,technical,0.92,False,tool,396
553,38696,microservices,technical,0.35,True,tool,1316
554,24813,data pipeline,technical,0.17,True,tool,143
555,8583,testing,technical,0.29,True,tool,1017
556,14704,microservices,technical,0.51,False,tool,1207
557,21626,testing,technical,0.5,False,tool,1103
558,21025,ml model,technical,0.9,True,tool,183
559,28186,data pipeline,technical,0.64,False,tool,933
560,36466,testing,technical,0.88,False,tool,610
561,15620,ml model,technical,0.23,False,tool,952
562,31046,ci/cd,technical,0.73,False,tool,89
563,45069,backend,technical,0.67,True,tool,861
564,43363,cloud,technical,0.18,False,tool,527
565,4439,backend,technical,0.1,True,tool,582
566,22747,testing,technical,0.43,True,tool,491
567,34378,testing,technical,0.78,True,tool,1085
568,22864,api,technical,0.49,False,tool,1342
569,37003,api,technical,0.88,False,tool,1062
570,30368,api,technical,0.76,True,tool,1509
571,26223,frontend,technical,0.33,True,tool,1115
572,48777,data pipeline,technical,0.37,False,tool,1144
573,44760,microservices,technical,0.75,True,tool,595
574,18557,microservices,technical,0.71,True,tool,1343
575,49430,cloud,technical,0.8,False,tool,602
576,48441,testing,technical,0.25,False,tool,1227
577,6063,backend,technical,0.44,True,tool,1516
578,18936,data pipeline,technical,0.69,False,tool,1939
579,10387,cloud,technical,0.18,True,tool,1074
580,16525,api,technical,0.78,False,tool,830
581,9802,microservices,technical,0.82,True,tool,682
582,44415,ci/cd,technical,0.75,True,tool,592
583,8882,testing,technical,0.6,True,tool,1766
584,18652,frontend,technical,0.93,True,tool,612
585,17387,cloud,technical,0.97,False,tool,1624
586,16217,testing,technical,0.88,False,tool,218
587,29913,testing,technical,0.59,True,tool,556
588,33795,ci/cd,technical,0.32,False,tool,884
589,47400,ci/cd,technical,0.48,False,tool,85
590,34708,cloud,technical,0.92,True,tool,749
591,15577,testing,technical,0.23,True,tool,546
592,46266,frontend,technical,0.64,True,tool,316
593,41902,testing,technical,0.7,True,tool,619
